,Movie Name,Year,Character Name,Normalized_name,Genres,Gender,Count
285,high plains drifter,1973,Duncan,DUNCAN,"Thriller, Action/Adventure, Western, Action, Revisionist Western",M,122.0
286,gattaca,1997,Anton,ANTON,"Thriller, Science Fiction, Future noir, Drama, Film noir, Romance Film, Dystopia",M,318.0
287,home alone,1990,Marley,MARLEY,,F,85.0
288,rosemary's baby,1968,Abraham,ABRAHAM,"Horror, Drama, Psychological thriller, Mystery",M,262.0
289,troy,2004,Briseis,BRISEIS,"Sword and Sandal, Adventure, Costume drama, Historical fiction, Epic, Action/Adventure, History, War film, Romance Film, Action, Historical Epic, Documentary",F,
290,stand by me,1986,Charlie,CHARLIE,"Adventure, Period piece, Coming of age, Film adaptation, Drama, Teen",M,649.0
291,the shawshank redemption,1994,Hadley,HADLEY,"Crime Fiction, Buddy film, Prison film, Drama, Escape Film, Prison",F,123.0
292,man on fire,1987,Eleanor,ELEANOR,"Thriller, Action, Drama, Indie",F,312.0
293,the terminal,2004,Viktor,VIKTOR,"Romantic comedy, Comedy-drama, Drama, Comedy, Romantic drama, Romance Film, Comedy of Errors",M,136.0
294,willow,1988,Elora,ELORA,"Fantasy Adventure, Sword and sorcery films, Stop motion, Costume drama, Action/Adventure, Fantasy, Comedy, Drama, Sword and sorcery, Family Film, Action, Romance Film, Adventure",F,29.0
295,harry potter and the chamber of secrets,2002,Lucius,LUCIUS,,M,60.0
296,pearl harbor,2001,Rafe,RAFE,"Action/Adventure, Period piece, Drama, War film, Romantic drama, Romance Film, Action, Airplanes and airports",M,55.0
297,slap shot,1977,Braden,BRADEN,"Sports, Action/Adventure, Action, Comedy",M,117.0
298,five easy pieces,1970,Elton,ELTON,"Road movie, Family Drama, Drama, New Hollywood",M,124.0
299,cool hand luke,1967,Lucas,LUCAS,"Crime Fiction, Prison film, Prison, Drama, Film adaptation",M,59.0
300,schindler's list,1993,Oskar,OSKAR,"Tragedy, Biography, History, War film, Biopic [feature], Black-and-white, Period piece, Drama, Film adaptation, Biographical film",M,72.0
301,ocean's eleven,2001,Linus,LINUS,"Crime Fiction, Heist, Remake, Action/Adventure, Thriller, Comedy, Action",M,75.0
302,point blank,1967,Hugo,HUGO,Thriller,M,162.0
303,the fifth element,1997,Korben,KORBEN,"Thriller, Science Fiction, Action, Fantasy, Adventure",M,15.0
304,how to steal a million,1966,Simon,SIMON,"Crime Fiction, Romantic comedy, Crime Comedy, Heist, Caper story, Comedy, Romance Film",M,344.0
305,alien³,1992,Bishop,BISHOP,"Thriller, Science Fiction, Horror, Adventure, Action/Adventure, Action",M,39.0
306,superman ii,1981,Clark,CLARK,"Science Fiction, Adventure, Superhero movie, Superhero, Action/Adventure, Alien Film, Family Film, Action",M,270.0
307,the odd couple,1968,Oscar,OSCAR,"Romance Film, Screwball comedy, Drama, Comedy, Film adaptation",M,913.0
308,juno,2007,Juno,JUNO,"Ensemble Film, Indie, Comedy-drama, Coming of age, Comedy, Drama, Romance Film, Domestic Comedy, Teen",M,17.0
309,planet of the apes,1968,Cornelius,CORNELIUS,"Cult, Thriller, Science Fiction, Adventure, New Hollywood",M,246.0
310,"it's a mad, mad, mad, mad world",1963,Marcus,MARCUS,"Crime Fiction, Ensemble Film, Adventure, Chase Movie, Comedy, Family Film, Action",M,1329.0
311,dead poets society,1989,Anderson,ANDERSON,"Ensemble Film, School story, Period piece, Drama, Coming of age, Teen",M,121.0
312,"planes, trains and automobiles",1987,Page,PAGE,"Buddy film, Road movie, Screwball comedy, Drama, Comedy, Comedy of Errors, Airplanes and airports",F,76.0
313,speed,1994,Porter,PORTER,"Thriller, Action/Adventure, Action, Crime Fiction, Adventure",M,66.0
314,where eagles dare,1968,Wyatt,WYATT,"Adventure, Roadshow theatrical release, Action/Adventure, Drama, War film, Action",M,81.0
315,trading places,1983,Coleman,COLEMAN,"Satire, Comedy, Comedy of manners",M,123.0
316,snatch,2000,Avi,AVI,"Crime Fiction, Thriller, Gangster Film, Heist, Action/Adventure, Comedy, Crime Thriller, Black comedy, Action",M,99.0
317,constantine,2005,Constantine,CONSTANTINE,"Fantasy, Horror, Action, Drama, Mystery",M,87.0
318,stir crazy,1980,Wilson,WILSON,"Action/Adventure, Buddy film, Prison film, Cult, Comedy, Comedy of Errors, Action, Prison",M,305.0
319,million dollar baby,2004,Mack,MACK,"Sports, Tragedy, Drama, Boxing",M,119.0
320,the truman show,1998,Truman,TRUMAN,"Parody, Media Satire, Science Fiction, Existentialism, Comedy-drama, Fantasy, Comedy, Drama",M,118.0
321,manhattan,1979,Davis,DAVIS,"Romantic comedy, Indie, Black-and-white, Comedy, Romance Film, New Hollywood",M,132.0
322,superman iii,1983,Clark,CLARK,"Thriller, Science Fiction, Adventure, Superhero movie, Superhero, Action/Adventure, Fantasy, Comedy, Family Film, Action",M,326.0
323,vacation,1983,Clark,CLARK,"Romance Film, Comedy, Adventure",M,326.0
324,falling down,1993,Foster,FOSTER,"Thriller, Crime Fiction, Crime Drama, Psychological thriller, Drama, Comedy, Crime Thriller, Black comedy, Action",M,74.0
325,the english patient,1996,Tiger,TIGER,"War film, Period piece, Drama, Film adaptation, Romantic drama, Romance Film",M,18.0
326,soylent green,1973,Solomon,SOLOMON,"Thriller, Mystery, Science Fiction, Drama",M,162.0
327,the last boy scout,1991,Mike,MIKE,"Thriller, Crime Fiction, Buddy film, Action/Adventure, Comedy, Crime Thriller, Action",M,730.0
328,the terminator,1984,Reese,REESE,"Thriller, Science Fiction, Indie, Doomsday film, Stop motion, Action/Adventure, Time travel, Action",M,54.0
329,wedding crashers,2005,Grey,GREY,"Romantic comedy, Sex comedy, Romance Film, Comedy",M,50.0
330,snatch,2000,Vinnie,VINNIE,"Crime Fiction, Thriller, Gangster Film, Heist, Action/Adventure, Comedy, Crime Thriller, Black comedy, Action",M,40.0
331,midnight express,1978,Max,MAX,"Thriller, LGBT, Indie, Crime Fiction, Escape Film, Biopic [feature], Drama, Biographical film, Prison, Adventure",M,463.0
332,superman,1978,Clark,CLARK,"Science Fiction, Adventure, Superhero movie, Action/Adventure, Family Film, Action",M,225.0
333,goldeneye,1995,Tiger,TIGER,"Thriller, Action Thrillers, Adventure, Action/Adventure, Glamorized Spy Film, Action, Spy",M,12.0
334,love actually,2003,Mack,MACK,"Romantic comedy, Ensemble Film, Comedy-drama, Holiday Film, Drama, Comedy, Romance Film",M,133.0
335,rocky iv,1985,Nicolai,NICOLAI,"Sports, Action, Drama, Political drama, Boxing",M,49.0
336,the jerk,1979,Johnson,JOHNSON,"Music, Screwball comedy, Slapstick, Comedy, Absurdism",M,36.0
337,apocalypse now,1979,Johnson,JOHNSON,"Anti-war, Adventure, Existentialism, Jungle Film, Drama, War film, Anti-war film, New Hollywood",M,36.0
338,ferris bueller's day off,1986,Sloane,SLOANE,"Cult, Drama, Coming of age, Comedy, Teen",F,32.0
339,somewhere in time,1980,McKenna,MCKENNA,"Science Fiction, Indie, Tragedy, Romantic fantasy, Fantasy, Drama, Romantic drama, Time travel, Romance Film",F,
340,the dead zone,1983,Sam,SAM,"Thriller, Science Fiction, Horror, Indie, Supernatural, Psychological thriller, Political thriller, Crime Thriller",M,375.0
341,alien³,1992,Queen,QUEEN,"Thriller, Science Fiction, Horror, Adventure, Action/Adventure, Action",F,37.0
342,war of the worlds,2005,Manny,MANNY,"Thriller, Science Fiction, Horror, Adventure, Doomsday film, Alien Film, Drama, Disaster, Action",M,61.0
343,the jerk,1979,Carl,CARL,"Music, Screwball comedy, Slapstick, Comedy, Absurdism",M,3032.0
344,snatch,2000,Sol,SOL,"Crime Fiction, Thriller, Gangster Film, Heist, Action/Adventure, Comedy, Crime Thriller, Black comedy, Action",M,72.0
345,twister,1996,Miller,MILLER,"Action/Adventure, Disaster",M,66.0
346,a beautiful mind,2001,Sol,SOL,"Biography, Psychological thriller, Period piece, Marriage Drama, Drama, Biopic [feature], Romantic drama, Romance Film, Biographical film",F,80.0
347,toy story 3,2010,Woody,WOODY,,M,87.0
348,autumn sonata,1978,Eva,EVA,"Musical, Family Drama, Drama, Art film, World cinema",F,1272.0
349,the last picture show,1971,Jacy,JACY,"Ensemble Film, Slice of life story, Americana, Black-and-white, Period piece, Coming of age, Film adaptation, Drama, New Hollywood",F,9.0
350,true grit,1969,Reuben,REUBEN,"Adventure, Costume drama, Action/Adventure, Western, Drama, Film adaptation",M,159.0
351,"the chronicles of narnia: the lion, the witch and the wardrobe",2005,Aslan,ASLAN,,M,18.0
352,face/off,1997,Archer,ARCHER,"Thriller, Crime Fiction, Tragedy, Chase Movie, Science Fiction, Action Thrillers, Action",M,13.0
353,platoon,1986,Harris,HARRIS,"Anti-war, Indie, Drama, War film, Action, Anti-war film, Combat Films",M,73.0
354,saving private ryan,1998,Miller,MILLER,"Ensemble Film, History, Drama, War film, Action, Combat Films",M,71.0
355,eyes wide shut,1999,Nick,NICK,"Thriller, Erotic Drama, Erotica, Mystery, Surrealism, Psychological thriller, Erotic thriller, Marriage Drama, Drama, Romance Film",M,221.0
356,little miss sunshine,2006,Dwayne,DWAYNE,"LGBT, Ensemble Film, Adventure, Road movie, Comedy-drama, Drama, Comedy, Domestic Comedy, Indie",M,410.0
357,barefoot in the park,1967,Corie,CORIE,"Romantic comedy, Romance Film, Comedy",F,26.0
358,the breakfast club,1985,Clark,CLARK,"Ensemble Film, Comedy-drama, Drama, Comedy, Coming of age, Teen",M,290.0
359,mr. & mrs. smith,2005,Smith,SMITH,"Thriller, Romantic comedy, Action/Adventure, Comedy, Black comedy, Romance Film, Action",M,45.0
360,philadelphia,1993,Miller,MILLER,"LGBT, Tragedy, Gay, Gay Interest, Drama, Medical fiction, Gay Themed, Courtroom Drama",M,46.0
361,carlito's way,1993,Carlito,CARLITO,"Crime Fiction, Gangster Film, Drama, Thriller, Crime Drama",M,12.0
362,police academy,1984,Harris,HARRIS,"Crime Fiction, Comedy",M,70.0
363,close encounters of the third kind,1977,Barry,BARRY,"Science Fiction, Drama, Adventure, New Hollywood",M,1799.0
364,superman ii,1981,Kent,KENT,"Science Fiction, Adventure, Superhero movie, Superhero, Action/Adventure, Alien Film, Family Film, Action",M,578.0
365,the usual suspects,1995,Edie,EDIE,"Thriller, Ensemble Film, Mystery, Crime Fiction, Crime Thriller, Neo-noir",F,24.0
366,"lock, stock and two smoking barrels",1998,Nick,NICK,"Thriller, Caper story, Crime Fiction, Buddy film, Crime Comedy",M,199.0
367,the matrix reloaded,2003,Smith,SMITH,"Action/Adventure, Thriller, Science Fiction, Action, Adventure",M,24.0
368,aliens,1986,Hudson,HUDSON,"Thriller, Science Fiction, Horror, Adventure, Stop motion, Sci-Fi Horror, Creature Film, Action/Adventure, Action",M,21.0
369,jaws,1975,Ben,BEN,Thriller,M,637.0
370,picnic at hanging rock,1975,Ben,BEN,"LGBT, Thriller, Horror, World cinema, Supernatural, Mystery, Period piece, Coming of age, Drama",M,637.0
371,first blood,1982,Sam,SAM,"Thriller, Adventure, Psychological thriller, Action Thrillers, Drama, Action",M,391.0
372,the deer hunter,1978,Michael,MICHAEL,"Anti-war, Ensemble Film, Drama, War film, Anti-war film, New Hollywood",M,72389.0
373,halloween,1978,Michael,MICHAEL,"Thriller, Horror, Indie, Cult, Slasher, Teen",M,72389.0
374,robin hood: prince of thieves,1991,Robin,ROBIN,"Swashbuckler films, Adventure, Costume drama, Costume Adventure, Action/Adventure, Period piece, Drama, Romantic drama, Romance Film",M,1359.0
375,from here to eternity,1979,Lorene,LORENE,Drama,F,85.0
376,the neverending story,1984,Fantasia,FANTASIA,,F,8.0
377,star wars episode iii: revenge of the sith,2005,Mace,MACE,"Science Fiction, Action, Fantasy, Tragedy, Adventure",M,28.0
378,die hard,1988,Eddie,EDDIE,"Crime Fiction, Thriller, Action, Action/Adventure",M,1158.0
379,who framed roger rabbit,1988,Eddie,EDDIE,"Parody, Crime Fiction, Fantasy Comedy, Buddy film, Animation, Action/Adventure, Mystery, Fantasy, Comedy, Black comedy, Family Film, Action",M,1158.0
380,notting hill,1999,Spike,SPIKE,"Romantic comedy, Romance Film, Comedy",M,6.0
381,doctor zhivago,1965,Yuri,YURI,Costume drama,M,
382,doctor zhivago,1965,Yuri,YURI,"Roadshow theatrical release, Epic, Period piece, Drama, War film, Romantic drama, Romance Film",M,
383,28 days later,2002,Farrell,FARRELL,"Thriller, Science Fiction, Horror, Doomsday film, Sci-Fi Horror, Plague, Zombie Film",M,16.0
384,bonnie and clyde,1967,Buck,BUCK,"Crime Fiction, Heist, Gangster Film, Crime Drama, Road movie, Action/Adventure, Drama, Outlaw, Romance Film, Action, Biographical film, New Hollywood",M,35.0
385,la notte,1961,Valentina,VALENTINA,"Marriage Drama, Drama, World cinema, Black-and-white, Art film",F,66.0
386,the bourne ultimatum,2007,Daniels,DANIELS,"Thriller, Crime Fiction, Action/Adventure, Mystery, Martial Arts Film, Drama, Film adaptation, Action Thrillers, Action, Spy",M,9.0
387,stand by me,1986,Hogan,HOGAN,"Adventure, Period piece, Coming of age, Film adaptation, Drama, Teen",M,7.0
388,forrest gump,1994,Blue,BLUE,"Coming of age, Comedy film, Drama, War film, Romantic drama, Romance Film",M,12.0
389,training day,2001,Hoyt,HOYT,"Crime Fiction, Crime Thriller, Drama, Adventure, Thriller",M,19.0
390,the outlaw josey wales,1976,Josey,JOSEY,"Action/Adventure, Revisionist Western, Western, War film",F,10.0
391,die hard,1988,Kristoff,KRISTOFF,"Crime Fiction, Thriller, Action, Action/Adventure",M,
392,casino,1995,Frankie,FRANKIE,"Crime Fiction, Biography, Gangster Film, Period piece, Drama, Film adaptation",M,286.0
393,the bourne supremacy,2004,Abbott,ABBOTT,"Thriller, Crime Fiction, Action/Adventure, Mystery, Martial Arts Film, Drama, Film adaptation, Action Thrillers, Action, Spy",M,9.0
394,the poseidon adventure,1972,Manny,MANNY,"Thriller, Adventure, Action/Adventure, Drama, Disaster, Action",M,32.0
395,andrei rublev,1966,Andrei,ANDREI,"Christian film, Biography, Art film, World cinema, Costume drama, History, Biopic [feature], Period piece, Drama, War film, Biographical film, Historical fiction, Historical Epic, Historical drama",M,11.0
396,elf,2003,Buddy,BUDDY,,M,50.0
397,jaws 2,1978,Peterson,PETERSON,"Thriller, Natural horror films, Horror, Adventure, Creature Film, Action/Adventure, Suspense, Action, Slasher",M,12.0
399,enemy of the state,1998,Banks,BANKS,"Thriller, Action Thrillers, Chase Movie, Action/Adventure, Drama, Suspense, Political thriller, Crime Thriller, Action",M,7.0
400,dr. strangelove or: how i learned to stop worrying and love the bomb,1964,Alexei,ALEXEI,"Drama, Comedy",M,
401,kelly's heroes,1970,Colt,COLT,"Crime Fiction, Heist, Adventure, Anti-war, Action/Adventure, Satire, Comedy, War film, Action, Anti-war film",M,8.0
402,children of men,2006,Faron,FARON,"Thriller, Action Thrillers, Science Fiction, Future noir, Adventure, Doomsday film, Action/Adventure, Mystery, Drama, Film adaptation, Action, Dystopia",M,14.0
403,basic instinct,1992,Garner,GARNER,"LGBT, Thriller, Mystery, Psychological thriller, Erotic thriller, Drama, Crime Thriller",M,5.0
404,rocky,1981,Shankar,SHANKAR,"World cinema, Musical, Drama, Romantic drama, Romance Film, Bollywood",M,
405,fear and loathing in las vegas,1998,Raoul,RAOUL,"Buddy film, Adventure, Absurdism, Road movie, Experimental film, Cult, Drama, Comedy, Black comedy, Avant-garde",M,28.0
406,terminator 2: judgment day,1991,Dyson,DYSON,"Thriller, Science Fiction, Doomsday film, Action/Adventure, Time travel, Action",M,6.0
407,west side story,1961,Bernardo,BERNARDO,"Crime Fiction, Musical, Drama, Romance Film, Musical Drama, Juvenile Delinquency Film",M,69.0
408,jaws 2,1978,Andrews,ANDREWS,"Thriller, Natural horror films, Horror, Adventure, Creature Film, Action/Adventure, Suspense, Action, Slasher",M,5.0
409,jumanji,1995,Shepherd,SHEPHERD,,M,10.0
410,ferris bueller's day off,1986,Ferris,FERRIS,"Cult, Drama, Coming of age, Comedy, Teen",M,17.0
411,the wild bunch,1969,Deke,DEKE,"Western, Action",M,8.0
412,the silence,1963,Johan,JOHAN,"World cinema, Drama, Art film, Black-and-white",M,101.0
413,bonnie and clyde,1967,Parker,PARKER,"Crime Fiction, Heist, Gangster Film, Crime Drama, Road movie, Action/Adventure, Drama, Outlaw, Romance Film, Action, Biographical film, New Hollywood",M,38.0
414,alien,1979,Ash,ASH,"Science Fiction, Horror, Adventure, Sci-Fi Horror, Creature Film, New Hollywood",M,
415,pirates of the caribbean: the curse of the black pearl,2003,Sparrow,SPARROW,"Swashbuckler films, Fantasy Adventure, Adventure, Action/Adventure, Fantasy, Comedy, Adventure Comedy, Action",M,
416,basic instinct,1992,Gus,GUS,"LGBT, Thriller, Mystery, Psychological thriller, Erotic thriller, Drama, Crime Thriller",M,50.0
417,doctor zhivago,1965,Pasha,PASHA,"Roadshow theatrical release, Epic, Period piece, Drama, War film, Romantic drama, Romance Film",M,
418,bonnie and clyde,1967,Moss,MOSS,"Crime Fiction, Heist, Gangster Film, Crime Drama, Road movie, Action/Adventure, Drama, Outlaw, Romance Film, Action, Biographical film, New Hollywood",M,
419,the last picture show,1971,Crawford,CRAWFORD,"Ensemble Film, Slice of life story, Americana, Black-and-white, Period piece, Coming of age, Film adaptation, Drama, New Hollywood",M,17.0
420,scent of a woman,1992,Ranger,RANGER,"Drama, Coming of age",M,
421,constantine,2005,Lucifer,LUCIFER,"Fantasy, Horror, Action, Drama, Mystery",M,
424,dead poets society,1989,Knox,KNOX,"Ensemble Film, School story, Period piece, Drama, Coming of age, Teen",M,6.0
425,point blank,1967,Walker,WALKER,"Thriller, Crime Fiction, Gangster Film, Mystery, Drama, Film noir, Crime Thriller, New Hollywood",M,33.0
426,chitty chitty bang bang,1968,Jemima,JEMIMA,"Musical, Family Film, Fantasy, Comedy, Family-Oriented Adventure",F,
427,boyz n the hood,1991,Ferris,FERRIS,"Crime Fiction, Drama, Coming of age, Teen",M,14.0
428,highlander,1986,Ramirez,RAMIREZ,"Cult, Action/Adventure, Science Fiction, Fantasy, Superhero movie",M,6.0
429,what ever happened to baby jane?,1962,Hudson,HUDSON,"Thriller, Drama, Horror, Psychological thriller",M,6.0
430,"the good, the bad and the ugly",1966,Blondie,BLONDIE,"World cinema, Epic Western, Spaghetti Western, Action/Adventure, Revisionist Western, Western, War film, Action",F,
431,superman ii,1981,Lex,LEX,"Science Fiction, Adventure, Superhero movie, Superhero, Action/Adventure, Alien Film, Family Film, Action",M,14.0
